SpName,TraitName,ValueQ,Units,ValueC,ValueT,CitName,Notes
Daucus carota,Germination_peak_month,10,month,,,Ecol. Flora British Isles,fall and spring germination
Daucus carota,Germination_rate,100,%,,,Flynn et al. 04,cold stratification optional
Daucus carota,Germination_rate,42,%,,,Maret 96b,No seed treatment
Daucus carota,Germination_rate,56.20000076,%,,,Maret 96b,With cold stratification
Daucus carota,Germination_rate,82.66666412,mg,,,Clark et al 08b,
Daucus carota,Growth_form_Corn,,,semi-basal,,--,
Daucus carota,Growth_form_std,,,dicot forb,,--,
Daucus carota,Habit,,,herbaceous,,--,
Daucus carota,Habitat_main,,,upland prairie,,--,
Daucus carota,Height_max,120,cm,,,Flora ID Northwest 04,
Daucus carota,LAR_standard,33.78145218, mm2/mg,,,Clark et al 08,Standard conditions
Daucus carota,Leaf_area_21d,171.5509033, mm2,,,Clark et al 08,Standard conditions
Daucus carota,Leaf_division,,,compound,,Flora ID Northwest 04,
Daucus carota,Leaf_margin,,,lobed,,Ecol. Flora British Isles,
Daucus carota,Leaf_margin,,,entire,,--,
Daucus carota,Leaf_shape,,,,lanceolate,--,
Daucus carota,Life_form,,,hemicryptophyte,,Ecol. Flora British Isles,
Daucus carota,LMR_standard,0.686106205, mg/mg,,,Clark et al 08,Standard conditions
Daucus carota,Mass_aboveground_21d,3.954545498,  mg,,,Clark et al 08,Standard conditions
Daucus carota,Mass_aboveground_timed,0.017000001,g,,,Pill et al. 94,Harvested at 20 days; grown with ample water and moderate nutrients
Daucus carota,Mass_root_21d,1.090909123,  mg,,,Clark et al 08,Standard conditions
Daucus carota,Mass_seed,0.739333332,mg,,,Clark et al 08b,
Daucus carota,Nitrogen_fixing,,,No,,--,
Daucus carota,Perenniality,,,facultative perennial,,--,
Daucus carota,Propagation_mode,,,seed,,,
Daucus carota,Propagation_mode,,,seed and vegetative,,--,
Daucus carota,Ps_pathway,,,C3,,--,
Daucus carota,Reproductive_sched,,,monocarpy,,--,
Daucus carota,RGR_standard,0.181341469,per day,,,Clark et al 08,Standard conditions
Daucus carota,Root_system,,,tap,,--,
Daucus carota,RSA_standard,0.667491198, --,,,Clark et al 08,Standard conditions
Daucus carota,Seed_bank,,,yes,,Ecol. Flora British Isles,
Daucus carota,SLA_standard,47.23072433, mm2/mg,,,Clark et al 08,Standard conditions
Daucus carota,Status_Federal,,,none,,--,
Daucus carota,Status_ONHIC,,,none,,--,
Daucus carota,Status_State,,,none,,--,
Daucus carota,Stem_arrangement,,,single upright,,--,
Daucus carota,Taxonomic_group,,,dicot,,,
Daucus carota,ULR_standard,0.007042217,mg/mm2/day,,,Clark et al 08,Standard conditions
Daucus carota,Wetland_Indicator_Status,,,NL,,"USDA, NRCS 07",
Daucus carota,Where_native,,,Europe,,--,
Delphinium menziesii,Authority,,,,DC,--,
Delphinium menziesii,Clonality,,,non-clonal,,--,
Delphinium menziesii,Code,,,,DEME,"USDA, NRCS 07",
Delphinium menziesii,Common_name,,,,Menzies' larkspur,"USDA, NRCS 07",
Delphinium menziesii,Diaspore_feature,,,wing,,--,
Delphinium menziesii,Dispersal_peak_month,5,month,,,Boyer 07a,
Delphinium menziesii,Dormancy_break_mech,,,stratification,,Bartow 05,
Delphinium menziesii,Family,,,,Ranunculaceae,--,
Delphinium menziesii,Flowering_peak_month,4,month,,,Boyer 07a,
Delphinium menziesii,Germination_rate,70.66666412,mg,,,Clark et al 08b,
Delphinium menziesii,Growth_form_Corn,,,semi-basal,,--,
Delphinium menziesii,Growth_form_std,,,dicot forb,,--,
Delphinium menziesii,Habit,,,herbaceous,,--,
Delphinium menziesii,Habitat_main,,,upland prairie,,--,
Delphinium menziesii,Height_max,90,cm,,,Flora ID Northwest 04,
Delphinium menziesii,Leaf_division,,,simple,,--,
Delphinium menziesii,Leaf_margin,,,lobed,,--,
Delphinium menziesii,Leaf_shape,,,,cordate-sagitate,--,
Delphinium menziesii,Life_form,,,geophyte,,--,tuberous roots
Delphinium menziesii,Mass_seed,0.787999988,mg,,,Clark et al 08b,
Delphinium menziesii,Nitrogen_fixing,,,No,,--,
Delphinium menziesii,Perenniality,,,perennial,,--,
Delphinium menziesii,Propagation_mode,,,seed and vegetative,,--,
Delphinium menziesii,Reproductive_sched,,,polycarpy,,--
Delphinium menziesii,Root_system,,,tap,,--
Delphinium menziesii,Status_Federal,,,none,,--
Delphinium menziesii,Status_ONHIC,,,none,,--
Delphinium menziesii,Status_State,,,none,,--
Delphinium menziesii,Stem_arrangement,,,single upright,,--
Delphinium menziesii,Taxonomic_group,,,dicot,,
Delphinium menziesii,Wetland_Indicator_Status,,,NL,,"USDA, NRCS 07"
Delphinium menziesii,Where_native,,,Willamette Valley,,--
Delphinium nuttallii ssp. nuttallii,Authority,,,,A. Gray,--
Delphinium nuttallii ssp. nuttallii,Code,,,,DENUN2,"USDA, NRCS 05"
Delphinium nuttallii ssp. nuttallii,Common_name,,,,Oregon larkspur,--
Delphinium nuttallii ssp. nuttallii,Family,,,,Ranunculaceae,--
Delphinium nuttallii ssp. nuttallii,Growth_form_std,,,dicot forb,,--
Delphinium nuttallii ssp. nuttallii,Habit,,,herbaceous,,--
Delphinium nuttallii ssp. nuttallii,Leaf_division,,,simple,,--
Delphinium nuttallii ssp. nuttallii,Leaf_margin,,,lobed,,--
Delphinium nuttallii ssp. nuttallii,Perenniality,,,perennial,,--
Delphinium nuttallii ssp. nuttallii,Propagation_mode,,,seed and vegetative,,--
Delphinium nuttallii ssp. nuttallii,Reproductive_sched,,,polycarpy,,--
Delphinium nuttallii ssp. nuttallii,Root_system,,,tap,,--
Delphinium nuttallii ssp. nuttallii,Status_Federal,,,none,,--
Delphinium nuttallii ssp. nuttallii,Status_ONHIC,,,none,,--
Delphinium nuttallii ssp. nuttallii,Status_State,,,none,,--
Delphinium nuttallii ssp. nuttallii,Stem_arrangement,,,single upright,,--
Delphinium nuttallii ssp. nuttallii,Synonym,,,,Delphinium oreganum,--
Delphinium nuttallii ssp. nuttallii,Taxonomic_group,,,dicot,,
Delphinium nuttallii ssp. nuttallii,Where_native,,,Willamette Valley,,--
Deschampsia cespitosa,Authority,,,,(L.) Beauv.,--
Deschampsia cespitosa,Breeding,,,allogamy,,--
Deschampsia cespitosa,Clonality,,,clonal rhizomes,,
Deschampsia cespitosa,Clonality,,,non-clonal,,Flora ID Northwest 04
Deschampsia cespitosa,Code,,,,DECA18,--,
Deschampsia cespitosa,Common_name,,,,tufted hairgrass,--,
Deschampsia cespitosa,Diaspore_feature,,,awn,,--,
Deschampsia cespitosa,Dormancy_break_mech,,,not stratification,,Guerrant and Raven 95,
Deschampsia cespitosa,Dormancy_break_mech,,,not stratification,,McVay et al. 80,
Deschampsia cespitosa,Dormancy_break_mech,,,stratification,,Guerrant and Raven 95,
Deschampsia cespitosa,Family,,,,Poaceae,--,
Deschampsia cespitosa,Flowering_peak_month,7,month,,,McVay et al. 80,
Deschampsia cespitosa,Germination_peak_month,3,month,,,Grime et al. 90,"""Regeneration by seed occurs mainly from February through June"
Deschampsia cespitosa,Germination_rate,84,%,,,Roberts 05,Finley field
Deschampsia cespitosa,Germination_rate,80,%,,,Rahman and Rutter 80,Higher germination in optimal conditions
Deschampsia cespitosa,Germination_rate,86,%,,,Guerrant and Raven 95,Maximum germination
Deschampsia cespitosa,Germination_rate,27,%,,,Wilson et al. 95a,Unstratified seeds
Deschampsia cespitosa,Growth_form_Corn,,,tussock,,,
Deschampsia cespitosa,Growth_form_std,,,graminoid,,--,
Deschampsia cespitosa,Habit,,,herbaceous,,--,
Deschampsia cespitosa,Habitat_main,,,wetland prairie,,--,
Deschampsia cespitosa,Height_max,100,cm,,,Flora ID Northwest 04,
Deschampsia cespitosa,Leaf_division,,,simple,,--,
Deschampsia cespitosa,Leaf_margin,,,entire,,--,
Deschampsia cespitosa,Leaf_shape,,,,linear,--,
Deschampsia cespitosa,Life_form,,,hemicryptophyte,,--,
Deschampsia cespitosa,Life_form_exp,,,H mstem,,,
Deschampsia cespitosa,Longevity_plant,30,yrs,,,Grime et al. 90,Can live greater than
Deschampsia cespitosa,Mass_seed,0.270000011,mg,,,Guerrant and Raven 95,
Deschampsia cespitosa,Mass_seed,0.310000002,mg,,,Grime et al. 90,
Deschampsia cespitosa,Mass_seed,0.600000024,mg,,,Wilson et al. 95a,
Deschampsia cespitosa,Mass_seed,0.239999995,mg,,,Flynn et al. 04,"Average of 4 (not incl Berry, Baker)"
Deschampsia cespitosa,Mass_seed,0.220200002,mg,,,Roberts 05b,
Deschampsia cespitosa,Perenniality,,,perennial,,--,
Deschampsia cespitosa,Propagation_mode,,,seed and vegetative,,--,
Deschampsia cespitosa,Ps_pathway,,,C3,,--,
Deschampsia cespitosa,Reproductive_sched,,,polycarpy,,--
Deschampsia cespitosa,RGR_seedling,0.01,mg total biomass/d,,,Davis 97
Deschampsia cespitosa,Root_system,,,fibrous,,--
Deschampsia cespitosa,Seed_length,2.869999886,mm,,,Guerrant and Raven 95
Deschampsia cespitosa,Seed_length,3.282000065,mm,,,Roberts 05b
Deschampsia cespitosa,Seed_shape,0.229330003,mm3,,,Roberts 05b
Deschampsia cespitosa,Seed_viability,30,%,,,Wilson et al. 95a
Deschampsia cespitosa,Seed_viability,3,%,,,Wilson et al. 95a
Deschampsia cespitosa,Status_Federal,,,none,,--
Deschampsia cespitosa,Status_ONHIC,,,none,,--
Deschampsia cespitosa,Status_State,,,none,,--
Deschampsia cespitosa,Stem_arrangement,,,multiple upright,,--
Deschampsia cespitosa,Taxonomic_group,,,monocot,,
Deschampsia cespitosa,Wetland_Indicator_Status,,,FACW,,"USDA, NRCS 05"
Deschampsia cespitosa,Where_native,,,cosmopolitan,,--
Dichanthelium acuminatum var. fasciculatum,Authority,,,,(Sw.) Gould & C.A. Clark var. (Torr.) Freckmann,--
Dichanthelium acuminatum var. fasciculatum,Clonality,,,non-clonal,,Flora ID Northwest 04,
Dichanthelium acuminatum var. fasciculatum,Code,,,,DIACF,"USDA, NRCS 08",
Dichanthelium acuminatum var. fasciculatum,Common_name,,,,western panicgrass,--,
Dichanthelium acuminatum var. fasciculatum,Diaspore_feature,,,none,,,
Dichanthelium acuminatum var. fasciculatum,Dormancy_break_mech,,,stratification,,Guerrant and Raven 95,
Dichanthelium acuminatum var. fasciculatum,Dormancy_break_mech,,,not stratification,,Guerrant and Raven 95,
Dichanthelium acuminatum var. fasciculatum,Family,,,,Poaceae,--,
Dichanthelium acuminatum var. fasciculatum,Flowering_peak_month,7,month,,,Cooke 97,
Dichanthelium acuminatum var. fasciculatum,Germination_rate,6,%,,,Guerrant and Raven 95,Maximum germination
Dichanthelium acuminatum var. fasciculatum,Growth_form_Corn,,,tussock,,,
Dichanthelium acuminatum var. fasciculatum,Growth_form_std,,,graminoid,,--,
Dichanthelium acuminatum var. fasciculatum,Habit,,,herbaceous,,--,
Dichanthelium acuminatum var. fasciculatum,Height_max,80,cm,,,Flora ID Northwest 04,
Dichanthelium acuminatum var. fasciculatum,Leaf_division,,,simple,,--,
Dichanthelium acuminatum var. fasciculatum,Leaf_margin,,,entire,,--,
Dichanthelium acuminatum var. fasciculatum,Leaf_shape,,,,lanceolate,--,
Dichanthelium acuminatum var. fasciculatum,Life_form,,,hemicryptophyte,,FS Databse 97
Dichanthelium acuminatum var. fasciculatum,Life_form_exp,,,H mstem,,
Dichanthelium acuminatum var. fasciculatum,Mass_seed,0.430000007,mg,,,Guerrant and Raven 95
Dichanthelium acuminatum var. fasciculatum,Mass_seed,0.193200007,mg,,,Roberts 05b
Dichanthelium acuminatum var. fasciculatum,Perenniality,,,perennial,,--
Dichanthelium acuminatum var. fasciculatum,Propagation_mode,,,seed and vegetative,,--
Dichanthelium acuminatum var. fasciculatum,Reproductive_sched,,,polycarpy,,--
Dichanthelium acuminatum var. fasciculatum,Root_system,,,fibrous,,--
Dichanthelium acuminatum var. fasciculatum,Seed_length,1.649999976,mm,,,Guerrant and Raven 95
Dichanthelium acuminatum var. fasciculatum,Seed_length,1.55400002,mm,,,Roberts 05b
Dichanthelium acuminatum var. fasciculatum,Seed_shape,0.11992,mm3,,,Roberts 05b
Dichanthelium acuminatum var. fasciculatum,Status_Federal,,,none,,--
Dichanthelium acuminatum var. fasciculatum,Status_ONHIC,,,none,,--
Dichanthelium acuminatum var. fasciculatum,Status_State,,,none,,--
Dichanthelium acuminatum var. fasciculatum,Stem_arrangement,,,multiple upright,,--
Dichanthelium acuminatum var. fasciculatum,Synonym,,,,Panicum occidentale,--
Dichanthelium acuminatum var. fasciculatum,Taxonomic_group,,,monocot,,
Dichanthelium acuminatum var. fasciculatum,Wetland_Indicator_Status,,,FAC,,"USDA, NRCS 05"
Dichanthelium acuminatum var. fasciculatum,Wetland_Indicator_Status,,,FACW,,
Dichanthelium acuminatum var. fasciculatum,Where_native,,,Willamette Valley,,--
Dichelostemma congestum,Authority,,,,(Smith) Kunth,--
Dichelostemma congestum,Code,,,,DICO19,"USDA, NRCS 08"
Dichelostemma congestum,Common_name,,,,ookow,--
Dichelostemma congestum,Family,,,,Liliaceae,--
Dichelostemma congestum,Growth_form_std,,,monocot forb,,--
Dichelostemma congestum,Habit,,,herbaceous,,--
Dichelostemma congestum,Habitat_main,,,upland prairie,,--
Dichelostemma congestum,Height_max,80,cm,,,Flora ID Northwest 04
Dichelostemma congestum,Leaf_division,,,simple,,--
Dichelostemma congestum,Leaf_margin,,,entire,,--
Dichelostemma congestum,Leaf_shape,,,,linear,--
Dichelostemma congestum,Perenniality,,,perennial,,--
Dichelostemma congestum,Propagation_mode,,,seed and vegetative,,--
Dichelostemma congestum,Reproductive_sched,,,polycarpy,,--
Dichelostemma congestum,Status_Federal,,,none,,--
Dichelostemma congestum,Status_ONHIC,,,none,,--
Dichelostemma congestum,Status_State,,,none,,--
Dichelostemma congestum,Synonym,,,,Brodiaea congesta,--
Dichelostemma congestum,Taxonomic_group,,,monocot,,
Dichelostemma congestum,Where_native,,,Willamette Valley,,--
Dipsacus fullonum,Authority,,,,L.,--
Dipsacus fullonum,Code,,,,DIFU2,"USDA, NRCS 08"
Dipsacus fullonum,Common_name,,,,common teasel,--
Dipsacus fullonum,Dormancy_break_mech,,,light,,Huenneke and Thomson 95
Dipsacus fullonum,Family,,,,Dipsacaceae,--
Dipsacus fullonum,Germination_rate,53,%,,,Huenneke and Thomson 95
Dipsacus fullonum,Growth_form_std,,,dicot forb,,--
Dipsacus fullonum,Habit,,,herbaceous,,--
Dipsacus fullonum,Habitat_main,,,wetland,,--,
Dipsacus fullonum,Leaf_division,,,simple,,--,
Dipsacus fullonum,Leaf_margin,,,toothed,,--,
Dipsacus fullonum,Leaf_shape,,,,lanceolate,--,
Dipsacus fullonum,Perenniality,,,biennial,,--,
Dipsacus fullonum,Pollination_mode,,,insect,,Comba. et al 1999,"primarily small hoverflies also bumblebees, honeybees and large hover flies"
Dipsacus fullonum,Propagation_mode,,,seed and vegetative,,--,
Dipsacus fullonum,Ps_pathway,,,C3,,--,
Dipsacus fullonum,Reproductive_sched,,,polycarpy,,--,
Dipsacus fullonum,Root_system,,,tap,,--,
Dipsacus fullonum,Seed_viability,53,%,,,Huenneke and Thomson 95,
Dipsacus fullonum,Status_Federal,,,none,,--,
Dipsacus fullonum,Status_ONHIC,,,none,,--,
Dipsacus fullonum,Status_State,,,none,,--,
Dipsacus fullonum,Stem_arrangement,,,single upright,,--,
Dipsacus fullonum,Synonym,,,,Dipsacus sylvestris,--,
Dipsacus fullonum,Taxonomic_group,,,dicot,,,
Dipsacus fullonum,Wetland_Indicator_Status,,,FAC,,"USDA, NRCS 08",
Dipsacus fullonum,Where_native,,,Europe,,--,
Downingia elegans,Authority,,,,(Dougl. Ex Lindl.) Torr.,--,
Downingia elegans,Clonality,,,non-clonal,,,
Downingia elegans,Code,,,,DOEL,--,
Downingia elegans,Common_name,,,,elegant calicoflower,--,
Downingia elegans,Diaspore_feature,,,none,,,
Downingia elegans,Dormancy_break_mech,,,stratification,,Guerrant and Raven 95,
Downingia elegans,Family,,,,Campanulaceae,--,
Downingia elegans,Flowering_peak_month,6.5,month,,,Flora ID Northwest 04,median of earliest 2 months listed
Downingia elegans,Germination_rate,93,%,,,Guerrant and Raven 95,Maximum germination
Downingia elegans,Growth_form_Corn,,,erect leafy,,,
Downingia elegans,Growth_form_std,,,dicot forb,,--,
Downingia elegans,Habit,,,herbaceous,,--,
Downingia elegans,Habitat_main,,,wetland,,--,
Downingia elegans,Height_max,40,cm,,,Flora ID Northwest 04,
Downingia elegans,Leaf_division,,,simple,,--,
Downingia elegans,Leaf_margin,,,entire,,--,
Downingia elegans,Leaf_shape,,,,lanceolate,--,
Downingia elegans,Life_form,,,therophyte,,--,
Downingia elegans,Life_form_exp,,,T sstem cau,,Flora ID Northwest 04,
Downingia elegans,Mass_seed,0.230000004,mg,,,Guerrant and Raven 95,
Downingia elegans,Mass_seed,0.061000001,mg,,,Flynn et al. 04,"Baker Seed Herbarium, CA (n=3)"
Downingia elegans,Mass_seed,0.0634,mg,,,Roberts 05b,
Downingia elegans,Perenniality,,,annual,,--,
Downingia elegans,Propagation_mode,,,seed,,--,
Downingia elegans,Reproductive_sched,,,monocarpy,,--,
Downingia elegans,Root_system,,,fibrous,,--,
Downingia elegans,Seed_length,0.769999981,mm,,,Guerrant and Raven 95,
Downingia elegans,Seed_length,0.924000025,mm,,,Roberts 05b,
Downingia elegans,Seed_shape,0.10892,mm3,,,Roberts 05b,
Downingia elegans,Status_Federal,,,none,,--,
Downingia elegans,Status_ONHIC,,,none,,--,
Downingia elegans,Status_State,,,none,,--,
Downingia elegans,Stem_arrangement,,,single upright,,--,
Downingia elegans,Taxonomic_group,,,dicot,,,
Downingia elegans,Wetland_Indicator_Status,,,OBL,,"USDA, NRCS 05",
Downingia elegans,Where_native,,,Willamette Valley,,--,
Downingia yina,Authority,,,,Applegate,--,
Downingia yina,Clonality,,,non-clonal,,,
Downingia yina,Code,,,,DOYI,--,
Downingia yina,Common_name,,,,cascade calicoflower,--,
Downingia yina,Diaspore_feature,,,none,,--,
Downingia yina,Dormancy_break_mech,,,not stratification,,Roberts and Clark 04b,
Downingia yina,Family,,,,Campanulaceae,--,
Downingia yina,Flowering_peak_month,5,month,,,Flora ID Northwest 04,median of earliest 3 months listed
Downingia yina,Growth_form_Corn,,,erect leafy,,,
Downingia yina,Growth_form_std,,,dicot forb,,--,
Downingia yina,Habit,,,herbaceous,,--,
Downingia yina,Habitat_main,,,wetland prairie,,--,
Downingia yina,Height_max,30,cm,,,Flora ID Northwest 04,
Downingia yina,Leaf_division,,,simple,,--,
Downingia yina,Leaf_margin,,,entire,,--,
Downingia yina,Leaf_shape,,,,lanceolate,--,
Downingia yina,Life_form,,,therophyte,,--,
Downingia yina,Life_form_exp,,,T sstem cau,,Flora ID Northwest 04,
Downingia yina,Mass_seed,0.039000001,mg,,,Flynn et al. 04,"Baker Seed Herbarium, CA"
Downingia yina,Mass_seed,0.059250001,mg,,,Roberts 05b,
Downingia yina,Perenniality,,,annual,,--,
Downingia yina,Root_system,,,fibrous,,--,
Downingia yina,Seed_length,0.806999981,mm,,,Roberts 05b,
Downingia yina,Seed_shape,0.080375001,mm3,,,Roberts 05b,
Downingia yina,Status_Federal,,,none,,--,
Downingia yina,Status_State,,,none,,--
Downingia yina,Stem_arrangement,,,single upright,,--
Downingia yina,Taxonomic_group,,,dicot,,
Downingia yina,Wetland_Indicator_Status,,,OBL,,"USDA, NRCS 05"
Downingia yina,Where_native,,,Willamette Valley,,--
Eleocharis ovata,Authority,,,,(Roth) Roemer & J.A. Schultes,--
Eleocharis ovata,Code,,,,ELOV,--
Eleocharis ovata,Common_name,,,,ovate spikerush,--
Eleocharis ovata,Family,,,,Cyperaceae,--
Eleocharis ovata,Growth_form_std,,,monocot forb,,--
Eleocharis ovata,Habit,,,herbaceous,,--
Eleocharis ovata,Habitat_main,,,wetland,,--
Eleocharis ovata,Perenniality,,,annual,,--
Eleocharis ovata,Status_Federal,,,none,,--
Eleocharis ovata,Status_ONHIC,,,none,,--
Eleocharis ovata,Status_State,,,none,,--
Eleocharis ovata,Stem_arrangement,,,single upright,,--,
Eleocharis ovata,Taxonomic_group,,,monocot,,,
Eleocharis ovata,Wetland_Indicator_Status,,,OBL,,"USDA, NRCS 05",
Eleocharis ovata,Where_native,,,Willamette Valley,,--,
Eleocharis palustris,Authority,,,,(L.) Roemer & J.A. Schultes,--,
Eleocharis palustris,Code,,,,ELPA3,--,
Eleocharis palustris,Common_name,,,,creeping spikerush,--,
Eleocharis palustris,Diaspore_feature,,,hook or barb,,--,
Eleocharis palustris,Dispersal_mode,,,animal,,Grime et al. 90,
Eleocharis palustris,Dormancy_break_mech,,,stratification,,Guerrant and Raven 95,
Eleocharis palustris,Family,,,,Cyperaceae,--,
Eleocharis palustris,Germination_rate,28,%,,,Guerrant and Raven 95,Maximum germination
Eleocharis palustris,Growth_form_std,,,graminoid,,--,
Eleocharis palustris,Habit,,,herbaceous,,--,
